title,source_platform,app_type,web_accessible,web_url,login_required,subscription_required_for_long_chat,confidence,chosen_candidate,reason_for_choice_or_rejection
Talkie: Creative AI Community,android,companion,True,https://www.talkie-ai.com/,unknown,unknown,high,True,companion app; browser chat appears available; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing; manual PoC preference boost for talkie; public character pages are well indexed for Talkie
Jaxxi: AI Boyfriend,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Joii: Selfcare & AI Companion,ios,mixed,unknown,,unknown,True,low,False,mixed app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Keily-AI Soulmate Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Kinda: AI Character Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Kmstry: AI Dating,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Krush AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
KrushChat AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
"Linky AI: Chat, Play, Connect",android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Lior: AI Boyfriend Chat,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Love Chatbot X - AI Characters,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
LoveMode: Pretty AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Loverz: Interactive dating,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
LoveyDovey - Dream Chats,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Lovia: AI Girlfriend Chat,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Lovinn: Real AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Lovinn: Real AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Lovvly - AI GirlFriend Chat,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Lumia: AI Character Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Luna - Your Ai Companion,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Luna — Your AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Luna: AI Girlfriend Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Maple: AI Companion & Roleplay,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Melia-Soulmate AI Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Mila: AI Roleplay Game,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
MiraiMind -- Real Otaku Energy,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Moescape - Character AI & Art,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat; platform has a public web footprint worth probing
Moescape - Character AI & Art,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat; platform has a public web footprint worth probing
MoguChat:Talk to Your AI Lover,android,companion,unknown,,True,unknown,low,False,companion app; web access uncertain; login required; free-tier limits uncertain
Molly-Soulful AI Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Muslim AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
My AI Family,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
My AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
My Boyfriend Call Simulator,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
My Man - AI Boyfriend Chat,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
MyChar: Chat with AI Friends,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
MyGirl: AI Friend Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
MyLuna – Evolving AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
MyMate: AI Boyfriend Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Nerissa AI: Chat & Roleplay,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Neverending: AI Challenge,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Nomi: AI Companion with a Soul,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
OPPAYA: AI Virtual Idol Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Omni AI Companion,android,mixed,unknown,,unknown,True,low,False,mixed app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Our dream – AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
PHAI - Personal AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Peach AI : Al Roleplay Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Perfect Girl - Virtual AI Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Pika AI：Chat With Character,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
PixelHeart - AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Pixys: Chat with AI Characters,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Poppy:AI Roleplay Chat,android,companion,unknown,,unknown,False,low,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Promptchan: AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Questara - Immersive AI Story,ios,companion,False,,unknown,unknown,low,False,companion app; no browser chat confirmed; login complexity uncertain; free-tier limits uncertain
QuicK AI Writer - AI ChatBot,android,mixed,unknown,,unknown,unknown,low,False,mixed app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Reminisce  AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
RizzMaster AI Dating Simulator,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Role AI - Chat with AI friends,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
RoleCard.AI: AI Chat Companion,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
RolePlai - Ai Character Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
RolePlay AI: Spicy chat,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Romantic AI - Chat Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Rosie-Fancy AI Chatbot,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Rosytalk: AI Character Chat,android,mixed,unknown,,unknown,True,low,False,mixed app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Rubii: AI Character Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing; manual PoC preference boost for rubii
Ruvy AI - Personal AI Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Saen-D: AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Saheli: Your AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Sam: American AI Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Saylo: Your AI Creative World,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Saylo: Your AI Creative World,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Scarlet AI Girlfriend Roleplay,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Seem: AI Video Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Situation Boyfriend -Voice App,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Sol AI - Chat & Roleplay,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Sophia: AI Girlfriend Roleplay,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
SoulGF: Virtual Soulmate,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
SoulPartner: AI Friend VAKU,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
SoulTalk: AI Friends Chat,ios,companion,True,https://app.starcrowd.ai,unknown,unknown,low,False,companion app; browser chat appears available; login complexity uncertain; free-tier limits uncertain
Soulmate AI:Chat with Friends,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Soulplay - AI Roleplay,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Soulplay - Spicy AI Roleplay,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Spark Chat-AI Roleplay Freely,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Spicy Chat: AI boy & girl,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Spicy Hot Chat : AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
SpicyChat AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
SugarGF-Your Soulful Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Sugary-AI chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Suka:AI Character&AI Story,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Sybo.ai: AI Companion,android,mixed,unknown,,unknown,False,low,False,mixed app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
Sybo.ai: AI companion & friend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
TaleTal: AI Chat Friend Story,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
TalkSoul:Chat with AI Friends,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Talkaraa: AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
TeriBandi: Indian AI Friend,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
TiKie: AI Fantasy & Roleplay,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Touchie - AI Friend & Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Tremble: Talk to AI Characters,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
TruMate - Character AI Chat,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain; platform has a public web footprint worth probing
VIVIVI-18+ Waifu AI Girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
VegaX: Fantasy AI Girl Chat,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Velvet: AI Dream Girls,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Virtual Boyfriend: AI Romance,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Virtual Girlfriend Simulator,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Virtual Girlfriend: AI Dating,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Virtual Girlfriend: Lover AI,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
"Vivy AI: Chat, AI Girlfriend",android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Voxy : Your AI Friend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Waifugram: AI Anime Social,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Weifu AI: My Girlfriend Chat,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
WhisperAI - Your AI Friends,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Whispers from the Star,ios,companion,unknown,,unknown,False,low,False,companion app; web access uncertain; login complexity uncertain; free tier appears sufficient for a short demo
XGirl: Love in the Cloud,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
"Yollo AI - RolePlay, AI Video",android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
Zoe: Your AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
Zoe: Your AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
dotdotdot Fantasy AI Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
echo.ai - AI companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
iGirl: AI Girlfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
iGirl: your AI girlfriend,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
iSoul: AI Friends Chat,ios,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
iris Dating: Find Love with AI,android,companion,unknown,,unknown,True,low,False,companion app; web access uncertain; login complexity uncertain; subscription likely limits long chat
loody: Your AI Companion,ios,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
loody: Your AI Companion,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
m.ai: Next level AI Roleplay,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
mimel: Chat with AI Boyfriend,android,companion,unknown,,unknown,unknown,low,False,companion app; web access uncertain; login complexity uncertain; free-tier limits uncertain
CHAI: Social AI Platform- Chat,ios,companion,False,,unknown,True,high,False,companion app; no browser chat confirmed; login complexity uncertain; subscription likely limits long chat
"Character AI: Chat, Talk, Text",ios,companion,True,https://character.ai/,True,False,high,False,"companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; strong platform, but login dependency is likely"
"Character AI: Chat, Talk, Text",android,companion,True,https://character.ai/,True,False,high,False,"companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; strong platform, but login dependency is likely"
HiWaifu: AI Friend & Waifu Hub,ios,companion,True,https://www.hiwaifu.com/en,unknown,False,high,False,companion app; browser chat appears available; login complexity uncertain; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; manual PoC preference boost for hiwaifu; auth friction for HiWaifu may require fallback
Kindroid: Your Personal AI,ios,companion,True,https://kindroid.ai/,True,False,high,False,"companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; strong platform, but login dependency is likely"
Kindroid: Your Personal AI,android,companion,True,https://kindroid.ai/,True,False,high,False,"companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; strong platform, but login dependency is likely"
PolyBuzz: Chat with AI Friends,android,companion,True,https://app.polybuzz.ai/,unknown,True,high,False,companion app; browser chat appears available; login complexity uncertain; subscription likely limits long chat; platform has a public web footprint worth probing; manual PoC preference boost for polybuzz
PolyBuzz: Chat with Characters,ios,companion,True,https://app.polybuzz.ai/,unknown,True,high,False,companion app; browser chat appears available; login complexity uncertain; subscription likely limits long chat; platform has a public web footprint worth probing; manual PoC preference boost for polybuzz
Replika - AI Friend,ios,companion,True,https://replika.com/,True,False,high,False,"companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; strong platform, but login dependency is likely"
Replika: My AI Friend,android,companion,True,https://replika.com/,True,False,high,False,"companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; strong platform, but login dependency is likely"
RolePlai - Ai Character Chat,ios,companion,False,,unknown,unknown,high,False,companion app; no browser chat confirmed; login complexity uncertain; free-tier limits uncertain
Rubii: AI Characters Community,ios,companion,True,https://rubii.ai,True,False,high,False,companion app; browser chat appears available; login required; free tier appears sufficient for a short demo; platform has a public web footprint worth probing; manual PoC preference boost for rubii
dotdotdot Fantasy AI Boyfriend,ios,companion,True,https://dotdotdot.chat,True,False,high,False,companion app; browser chat appears available; login required; free tier appears sufficient for a short demo
